"Folder","Result","OD_mm","ID_R_mm","Thick_mm","Vol_mm3"
"round798_rotor-90x60-r30v1-128512","PASS","59.65","","0.35",""
"round799_rotor-90x60-r30-217088","PASS","59.65","","0.35",""
"round8_KE-BH-071_X200N","PASS","","27.0896","","33174.532"
"round80_KE-SL-013_sleeve","PASS","74.2","35.0117","74.2","35102.947"
"round800_ring-60x30-float-104960","PASS","10.1","","10.1",""
"round801_ring-60x30-float-112640","PASS","10.1","","10.1",""
"round802_ring-oring-85504","PASS","106","","106",""
"round803_ring-oring-bottom-93184","PASS","585.63","","5.62",""
"round804_ring-oring-bottom-92672","PASS","576.47","","5.33",""
"round805_ring-oring-pvc-138752","PASS","7","","7",""
"round806_jig-140x90-s36-106496","PASS","136.75","","75",""
"round807_ring-oring-disk-156672","PASS","84.1","","19.18",""
"round808_ring-oring-vacuum-150016","PASS","327.02","","222.25",""
"round809_rotor-140x90-r48-823808","PASS","90","","0.35",""
"round81_KE-SL-018_sleeve","PASS","51.6","20","15","12361.155"
"round810_rotor-140x90-r48v8-820736","PASS","90","","0.35",""
"round811_rotor-140x90-r48old-911872","PASS","89.98","","0.5",""
"round812_rotor-90x48-r34-311296","PASS","48","","0.5",""
"round813_rotor-90x48-r17-215040","PASS","48","","0.5",""
"round814_punch-94x53-118784","PASS","7.6","","61.5",""
"round815_punch-56x35-10hole-119296","PASS","86.3","","15",""
"round816_punch-upper-96768","PASS","49","","9",""
"round817_punch-upper-0001-97792","PASS","50","","7",""
"round818_punch-18top-2-100352","PASS","21.5","","21.5",""
"round819_punch-18top-1-86016","PASS","50","","21.5",""
"round82_KE-SL-017_SD90_120","PASS","41.2","18.0335","41","12771.587"
"round820_punch-18shoulder-113152","PASS","21","","21",""
"round821_punch-1006-0001-105472","PASS","62.6","","12",""
"round822_punch-1006-103424","PASS","62.5","","12",""
"round823_punch-upper-general-174080","PASS","10.75","","57.6",""
"round824_punch-160x80-shoulder-96256","PASS","48","","18.7",""
"round825_punch-outer-fixblock-122880","PASS","40.3","","14.6",""
"round826_punch-outer-2hole-fixplate-149504","PASS","12","","2.7",""
"round827_punch-upper-general-0001-174592","PASS","10.75","","57.5",""
"round828_punch-middle-2-tail5mm-157184","PASS","5","","57.95",""
"round829_punch-middle-2-tail5mm-0001-157696","PASS","5","","58",""
"round83_KE-SL-020_KMB2003","PASS","95","43.9466","43.2","44100.395"
"round830_punch-middle-6-mobile-0001-155136","PASS","5","","72",""
"round831_punch-middle-6-mobile-155648","PASS","5","","72",""
"round832_punch-selfrivet-115712","PASS","5.01","","70",""
"round833_punch-79872","PASS","98","","10",""
"round834_punch-3003-77824","PASS","30.03","","65",""
"round835_punch-1803-83456","PASS","22.06","","63.5",""
"round836_punch-1803b-87552","PASS","22.06","","63.5",""
"round837_punch-3003b-80384","PASS","30.03","","65",""
"round838_rotor-magcore-53x25-165376","PASS","53","","0.35",""
"round839_rotor-magcore-42x20-168448","PASS","42.1","","0.35",""
"round84_KE-SL-014_disc_sleeve","PASS","62.2","22","57","80933.867"
"round840_rotor-94x53-r22-0006-294912","PASS","53","","0.5",""
"round841_rotor-94x53-r22-293376","PASS","53","","0.5",""
"round842_rotor-magcore-largeweld-232448","PASS","52.65","","0.35",""
"round843_rotor-magcore-largeweld1-291840","PASS","52.65","","1",""
"round844_rotor-2021magcore-cover0008-225792","PASS","63.72","","3",""
"round845_rotor-2021magcore-cover-203264","PASS","63.72","","3",""
"round846_rotor-121x72-r48-20-223744","PASS","71.4","","76",""
"round847_rotor-60x45L-133120","PASS","60","","60.24",""
"round848_rotor-single-276480","PASS","48","","0.5",""
"round849_rotor-single2-275968","PASS","48","","0.5",""
"round85_KE-SL-014_disc","PASS","130","55.0722","12","44939.481"
"round850_rotor-castalum-0001-176640","PASS","112.65","","50.2",""
"round851_jig-sisuteel-od-172544","PASS","130","","28",""
"round852_sisuteel-singledip-218112","PASS","58.9","","18.2",""
"round853_sisuteel-singledip0004-222208","PASS","59.1","","18.2",""
"round854_sisuteel-singledip0003-218624","PASS","58.9","","18.2",""
"round855_sisuteel-224768","PASS","111.4","","0.5",""
"round856_sisuteel-doubledip0001-219136","PASS","58.9","","18.2",""
"round857_sisuteel-singleblock0001-236544","PASS","59","","19",""
"round858_sisuteel-singleblock-256000","PASS","59","","18.7",""
"round859_stator-94x53-89s24-inner2-540160","PASS","89.5","","0.5",""
"round86_KE-SL-015_disc_sleeve","PASS","80","33.1182","57","90105.256"
"round860_stator-94x53-89s24-inner2-0006-545280","PASS","89.5","","0.5",""
"round861_stator-90x48-89s24-normal-453120","PASS","89","","0.5",""
"round862_stator-90x48-89s24-outer4-485376","PASS","89","","0.5",""
"round863_stator-121x60-s24-inner4-549376","PASS","119","","1.3",""
"round864_stator-stopper-110592","PASS","53","","53",""
"round865_stator-94x53-92s24-652800","PASS","92","","1.3",""
"round866_stator-121x60-s24-normalsheet-824832","PASS","119","","1.3",""
"round867_stator-121x60-s24inner4-normalgrnd-0013-770560","PASS","119","","1.3",""
"round868_stator-121x60-s24inner4-btmgrnd-0012-666112","PASS","119","","0.5",""
"round869_stator-121x60-s24inner4-btm-0011-670720","PASS","119","","0.5",""
"round87_KE-SL-015_disc","PASS","130.1","","2.3",""
"round870_stator-121x60-s24inner4-btmgrnd-705024","PASS","119","","0.5",""
"round871_stator-121x60-s24inner4-normalgrnd-764928","PASS","119","","1.3",""
"round872_stator-121x60-s24inner4-btm-old-710656","PASS","119","","0.5",""
"round873_stator-121x60-s24inner4-btm-0007-760320","PASS","119","","0.5",""
"round874_stator-94x53-92s24-btm-0006-623616","PASS","92","","1.3",""
"round875_stator-94x53-92s24-btm-569856","PASS","92","","0.5",""
"round876_stator-94x53-92s24-old2-622592","PASS","92","","1.3",""
"round877_stator-117x60-114s24-670208","PASS","114","","1.3",""
"round878_stator-117x60-114s24-v2-669696","PASS","114","","1.3",""
"round879_stator-singlesheet-bottom-353792","PASS","58","","0.5",""
"round88_KE-SL-019","PASS","52","20","20","16917.429"
"round880_stator-94x53-92s24-0002-610304","PASS","92","","1.3",""
"round881_stator-singlesheet-0005-443392","PASS","58","","1.3",""
"round882_stator-singlesheet-btm-0002-348672","PASS","58","","0.5",""
"round883_stator-singlesheet-384000","PASS","58","","1.3",""
"round884_stator-singlesheet-btm-rev-358400","PASS","58","","0.5",""
"round885_stator-singlesheet-rev-444416","PASS","58","","1.3",""
"round886_stator-94x53-92s24-btm-main-609792","PASS","92","","1.3",""
"round887_stator-94x53-92s24-btm-inner4-608768","PASS","92","","0.5",""
"round888_stator-94x53-92s24-inner2-665088","PASS","92","","1.3",""
"round889_stator-94x53-92s24-btm-inner2-605696","PASS","92","","0.5",""
"round89_KE-SL-021_MU100","PASS","25","","8.5",""
"round890_stator-94x53-89s24-504832","PASS","89.5","","0.5",""
"round891_stator-94x53-89s24-inner2-562688","PASS","89.5","","0.5",""
"round892_stator-singlesheet-t25-459264","PASS","88","","25",""
"round893_stator-singlesheet-outer4-483328","PASS","88","","0.5",""
"round894_stator-singlesheet-outer2-482816","PASS","88","","0.5",""
"round895_stator-90x48-89s24-outer4-old-596992","PASS","89","","0.5",""
"round896_stator-singlesheet-0002-477696","PASS","82","","0.5",""
"round897_stator-singlesheet-normal-old-368640","PASS","89","","0.5",""
"round898_stator-90x48-89s24-normal-old-522752","PASS","89","","0.5",""
"round899_stator-singlesheet-204288","PASS","111.4","","0.5",""
"round9_KE-SP-018_big_spacer","PASS","","27.5348","","2432.317"
"round90_KE-SL-022_A200","PASS","52","24.8638","52","9441.345"
"round900_rotor-42slot-119808","PASS","42","","42",""
"round901_stator-mag003-191488","PASS","41.66","","0.5",""
"round902_stator-teco-1298944","PASS","85.65","","0.5",""
"round903_stator-singlesheet-271872","PASS","66.5","","0.5",""
"round904_stator-singlesheet-186368","PASS","53","","0.5",""
"round905_stator-singlesheet-196608","PASS","53","","0.5",""
"round906_stator-mag003-161792","PASS","42.1","","0.5",""
"round907_stator-singlesheet-284160","PASS","65.35","","67.5",""
"round908_stator-singlesheet-194048","PASS","53","","0.5",""
"round909_stator-singlesheet-189440","PASS","53","","0.5",""
"round91_KE-SL-024_ESA200","PASS","54.9","24.3496","33","16649.571"
"round910_stator-singlesheet-0005-192512","PASS","111.5","","0.5",""
"round911_stator-nomag-158720","PASS","112.6","","0.5",""
"round912_stator-mag003-0008-180224","PASS","41.66","","0.5",""
"round913_rotor-177664","PASS","93.4","","123",""
"round914_rotor-mag-42x20-244224","PASS","41.65","","0.35",""
"round915_rotor-dc-99328","PASS","29.3","","0.5",""
"round916_rotor-induction-219648","PASS","35","","0.5",""
"round917_rotor-2021mag-cover-183296","PASS","63.8","","3",""
"round918_rotor-2021mag-stacked-238080","PASS","63.96","","65",""
"round919_rotor-blank-m3-166400","PASS","34","","27",""
"round92_KE-SL-031_QDP","PASS","61.75","26.2886","17","14002.024"
"round920_rotor-a1-263680","PASS","89.4","","67.5",""
"round921_rotor-b1-171008","PASS","89.4","","50.6",""
"round922_rotor-b2-72704","PASS","92.5","","10.5",""
"round923_rotor-1-112128","PASS","120","","650",""
"round924_rotor-3-109056","PASS","120","","650",""
"round925_rotor-est500-jig-73216","PASS","127.05","","2",""
"round926_rotor-1-92160","PASS","120","","650",""
"round927_rotor-3-105984","PASS","120","","760",""
"round928_rotor-jig-lower-124416","PASS","200","","1.5",""
"round929_rotor-jig-lower-0005-184320","PASS","200","","1.5",""
"round93_KE-SL-032_ESA200_BP","PASS","54.9","24.2316","28","14631.278"
"round930_rotor-jig-lower-0006-186880","PASS","200","","1.5",""
"round931_rotor-jig-grind-v-upper-0005-135680","PASS","153","","32",""
"round932_rotor-jig-grind-v-upper-158208","PASS","153","","32",""
"round933_rotor-2021mag-magnet-0001-82944","PASS","35.1","","32.3",""
"round934_rotor-2021mag-stacked-pinhole-0004-259072","PASS","63.96","","0.5",""
"round935_rotor-2021mag-stacked-0002-245248","PASS","63.96","","0.5",""
"round936_rotor-2021mag-0001-171520","PASS","64.03","","0.5",""
"round937_rotor-jig-0002-125952","PASS","7","","460",""
"round938_rotor-jig-126464","PASS","7","","460",""
"round939_rotor-mag-weld-1-289280","PASS","52.65","","1",""
"round94_KE-SL-033_ESA200_M","PASS","63","28.2733","29","17571.545"
"round940_rotor-mag-weld-229888","PASS","52.65","","0.35",""
"round941_rotor-94x53-r34-0003-325632","PASS","53","","35",""
"round942_rotor-94x53-r34-323072","PASS","53","","35",""
"round943_rotor-single-sheet-0003-317440","PASS","30.08","","0.5",""
"round944_rotor-tube-connector-169472","PASS","188","","160",""
"round945_rotor-tube-socket-143360","PASS","80","","80",""
"round946_rotor-tube-socket-0001-144384","PASS","80","","80",""
"round947_rotor-tube-connector-0001-152064","PASS","188","","160",""
"round948_stator-448512","PASS","140","","125",""
"round949_4mm-screen-horn-1229312","PASS","260","","50",""
"round95_KE-BC-003_ESA300MP-G","PASS","129.7","47.4879","15","91911.687"
"round950_mold-halfcircle-0002-160256","PASS","634","","50",""
"round951_rubber-ring-quarter-134656","PASS","317","","25.3",""
"round952_rubber-ring-half-142336","PASS","634","","25.3",""
"round953_al-base-half-104960","PASS","644","","50",""
"round954_ev-l200-mp-flinger-166912","PASS","49","","15.5",""
"round955_ev-l200-bp-spacer-ring-115712","PASS","44.7","","4",""
"round956_ev-l200-mp-flinger-0001-167936","PASS","49","","15.5",""
"round957_round-key-5x5x18-95232","PASS","18.4","","5",""
"round958_1mm-screen-horn-2167296","PASS","260","","50",""
"round959_6mm-screen-horn-1001984","PASS","260","","50",""
"round96_KE-BC-004_ESA300MP-M","PASS","150.8","57.8617","10.1","74158.873"
"round960_base-plate-226304","PASS","260","","50",""
"round961_rubber-jig-120832","PASS","450","","9.5",""
"round962_al-base-91648","PASS","500","","10",""
"round963_rubber-jig-0001-120320","PASS","450","","9.5",""
"round964_ev-l200-mp-m-left-204800","PASS","70","","19",""
"round965_6inch-1mm-screen-1254912","PASS","150","","48",""
"round966_6inch-1mm-screen-0005-1243136","PASS","150","","48",""
"round967_top-press-2-199680","PASS","250","","10",""
"round968_top-press-2-0002-173056","PASS","250","","10",""
"round969_sleeve-0002-107008","PASS","20","","45",""
"round97_KE-SL-001_ESA200-G","PASS","63","28.2621","29","17629.309"
"round970_top-press-0001-151040","PASS","250","","10",""
"round971_m10-pp-nut-0001-115200","PASS","18","","10",""
"round972_m10-pp-nut-114688","PASS","20","","10",""
"round973_bottom-limit-101376","PASS","200","","10",""
"round974_6inch-1mm-screen-v2-1273344","PASS","260","","50",""
"round975_6inch-base-ear-163840","PASS","260","","50",""
"round976_hole-ring-29x25-150016","PASS","29.4","14.6045","29.18","256.529"
"round977_bearing-sleeve-154112","PASS","52","24.6281","52","11346.647"
"round978_belt-guide-clip-113152","PASS","18","8.4619","10","295.179"
"round979_side-plate-174592","PASS","143","68.3514","100","138336.039"
"round98_KE-SL-026_MU100","PASS","32","13.7928","18.5","3821.888"
"round980_m5x20-190976","PASS","25","11.5154","8.5","631.412"
"round981_m3x6-193024","PASS","9","3.7711","5.5","104.164"
"round982_m3x8-194560","PASS","11","4.8377","5.5","118.301"
"round983_coupling-box-274432","PASS","60","24.1913","55","54390.261"
"round984_coupling-box-0002-289792","PASS","60","24.2073","55","54256.628"
"round985_pulley-288256","PASS","70.5","29.9002","30.66","33571.96"
"round986_gearbox-439296","PASS","168","76.3689","138","530658.473"
"round987_al-screw-0002-146944","PASS","12.7","5.4266","10","341.638"
"round988_esr200-flinger-semi-116736","PASS","124","35","1.5","12290.004"
"round989_esr200-flinger-275968","PASS","123","61.2469","122.31","11936.693"
"round99_KE-SL-027_KY","PASS","97.5","38.2095","23","66230.168"
"round990_pulley-key-97280","PASS","50","23.3908","5","1223.175"
"round991_igx-spacer-137216","PASS","61.3","19.5026","10.61","18635.076"
"round992_base-left-291840","PASS","140","67.0641","99","125155.511"
"round993_base-right-286720","PASS","140","67.0641","99","125155.511"
"round994_base-left-v2-265728","PASS","","67.4199","","110272.821"
"round995_base-right-v2-260096","PASS","","67.4199","","110272.821"
"round996_rotor-punch-118784","PASS","","3.2039","","806.701"
"round997_ev-x200n-mp-m-254464","PASS","","27.0896","","33174.532"
"round998_clean-disc-1mm-6637056","PASS","","78.4059","","467509.944"
"round999_igx-oil-disc-96256","PASS","","25.45","","10240.2"
